"Date","id","County","Overall","Incidence_vs_Active","Deaths","Recovered","Active","Quarantine_inbound","Quarantine_contact","Contracted.health.services","Acvtive_DPS","Acvtive_ZOL","Work","Academy","School","Dormitories","Weddings","Hotels","Public_Transport","Others"
2020-10-16,18,"Wadowicki",839,"52,44/27,75",15,379,444,0,227,60,54,0,26,31,0,0,0,0,0,441
2020-10-16,19,"Wielicki",676,"52,35/25,94",9,330,335,1,256,11,0,0,7,2,0,0,5,0,0,394
2020-10-16,20,"M.kraków",5484,"70,39/25,66",46,3438,1999,33,462,232,90,17,60,13,0,36,34,32,0,4475
2020-10-16,21,"M.nowysacz",770,"91,89/25,06",24,536,210,3,436,49,107,0,139,16,1,0,7,1,0,11
2020-10-16,22,"M.tarnów",297,"27,38/16,87",2,112,183,8,79,21,0,0,24,0,0,0,0,0,0,165
2020-10-17,1,"Bochenski",716,"67,00/20,68",32,455,221,3,154,36,240,0,13,24,0,0,31,0,0,215
2020-10-17,2,"Brzeski",308,"33,05/12,12",4,189,113,3,37,66,13,2,2,0,0,0,0,21,0,164
2020-10-17,3,"Chrzanowski",391,"31,40/19,67",8,138,245,1,40,26,25,2,16,4,0,0,8,0,0,269
2020-10-17,4,"Dabrowski",149,"25,18/12,84",4,69,76,2,55,6,0,0,3,0,0,0,0,0,0,83
2020-10-17,5,"Gorlicki",381,"34,99/18,00",3,178,196,2,111,68,0,0,0,13,0,0,20,0,0,167
2020-10-17,6,"Krakowski",1389,"49,74/17,40",10,893,486,6,167,46,15,0,13,4,0,0,2,4,0,1132
2020-10-17,7,"Limanowski",1298,"98,51/35,67",14,813,470,0,390,78,39,0,4,12,0,0,0,0,1,774
2020-10-17,8,"Miechowski",343,"70,26/48,55",6,100,237,0,50,0,105,0,23,0,0,0,0,0,0,165
2020-10-17,9,"Myslenicki",1297,"101,65/42,71",4,748,545,0,263,59,42,0,91,21,0,0,2,0,0,819
2020-10-17,10,"Nowosadecki",1918,"88,47/23,11",44,1373,501,7,1212,108,64,1,354,62,0,0,20,1,0,89
2020-10-17,11,"Nowotarski",1624,"84,68/38,27",28,847,734,2,422,115,25,43,100,11,0,0,0,0,1,905
2020-10-17,12,"Olkuski",464,"41,72/23,11",4,203,257,4,16,30,4,1,71,19,0,0,2,0,0,317
2020-10-17,13,"Oswiecimski",756,"49,26/18,37",20,454,282,2,224,55,27,7,0,0,0,0,0,0,0,441
2020-10-17,14,"Proszowicki",164,"37,94/20,13",4,73,87,2,8,11,27,0,4,0,0,0,0,0,0,112
2020-10-17,15,"Suski",879,"104,35/47,73",10,466,402,2,206,40,71,25,81,32,0,0,19,0,0,403
2020-10-17,16,"Tarnowski",537,"26,65",9,336,191,6,227,17,68,0,27,0,0,0,0,0,0,192
2020-10-17,17,"Tatrzanski",806,"118,40/45,98",20,469,313,2,181,106,42,0,47,73,0,0,0,0,0,355
2020-10-17,18,"Wadowicki",900,"56,25/29,50",15,412,472,0,227,60,54,0,26,33,0,0,0,0,0,500
2020-10-17,19,"Wielicki",691,"53,51/27,10",9,330,350,1,257,11,0,0,7,2,0,0,5,0,0,408
2020-10-17,20,"M.kraków",5967,"76,59/27,80",46,3754,2166,33,462,232,90,17,60,13,0,36,34,32,0,4958
2020-10-17,21,"M.nowysacz",777,"92,73/25,78",25,536,216,3,443,49,107,0,139,16,1,0,7,1,0,11
2020-10-17,22,"M.tarnów",320,"29,50/18,99",2,112,206,8,82,21,0,0,27,0,0,0,0,0,0,182
2020-10-18,1,"Bochenski",734,"68,69/22,18",32,457,237,3,156,37,240,0,13,24,0,0,31,0,0,230
2020-10-18,2,"Brzeski",323,"34,66/13,41",4,192,125,3,38,66,13,2,2,0,0,0,0,21,0,178
2020-10-18,3,"Chrzanowski",418,"33,56/21,44",9,142,267,1,40,26,25,2,16,4,0,0,8,0,0,296
2020-10-18,4,"Dabrowski",150,"25,35/12,00",5,74,71,2,55,6,0,0,3,0,0,0,0,0,0,84
2020-10-18,5,"Gorlicki",396,"36,37/17,82",3,195,194,2,111,71,0,0,0,14,0,0,20,0,0,178
2020-10-18,6,"Krakowski",1456,"52,14/19,45",10,903,543,6,167,46,15,0,13,4,0,0,2,4,0,1199
2020-10-18,7,"Limanowski",1327,"100,71/37,87",14,813,499,0,394,78,39,0,4,12,0,0,0,0,1,799
2020-10-18,8,"Miechowski",362,"74,15/52,44",6,100,256,0,54,0,105,0,23,0,0,0,0,0,0,180
2020-10-18,9,"Myslenicki",1370,"107,37/48,43",4,748,618,0,264,63,42,0,92,21,0,0,2,0,0,886
2020-10-18,10,"Nowosadecki",1947,"89,81/24,40",45,1373,529,7,1234,108,64,1,359,64,0,0,20,1,0,89
2020-10-18,11,"Nowotarski",1665,"86,82/40,41",28,847,775,2,423,126,25,43,101,11,0,0,0,0,1,933
2020-10-18,12,"Olkuski",508,"45,68/25,36",4,222,282,4,16,31,4,1,71,19,0,0,2,0,0,360
2020-10-18,13,"Oswiecimski",805,"52,45/21,37",20,457,328,2,224,55,27,8,0,0,0,0,0,0,0,489
2020-10-18,14,"Proszowicki",170,"39,33/20,59",4,77,89,2,8,11,27,0,4,0,0,0,0,0,0,118
2020-10-18,15,"Suski",928,"110,17/47,73",10,515,402,2,209,41,71,53,94,33,0,0,19,0,0,406
2020-10-18,16,"Tarnowski",563,"27,94/10,77",9,336,217,6,239,23,70,0,27,0,0,0,0,0,0,198
2020-10-18,17,"Tatrzanski",839,"123,25/50,83",20,469,346,2,184,115,42,0,47,75,0,0,0,0,0,374
2020-10-18,18,"Wadowicki",934,"58,37/30,94",15,423,495,0,227,61,54,0,26,37,0,0,0,0,0,529
2020-10-18,19,"Wielicki",691,"53,51/27,10",9,330,350,1,257,11,0,0,7,2,0,0,5,0,0,408
2020-10-18,20,"M.kraków",6291,"80,75/31,82",46,3765,2479,33,461,232,90,17,60,13,0,36,34,32,0,5283
2020-10-18,21,"M.nowysacz",788,"94,04/27,09",25,536,227,3,452,49,107,0,141,16,1,0,7,1,0,11
2020-10-18,22,"M.tarnów",344,"31,71/21,11",3,112,229,8,86,21,6,0,29,0,0,0,0,0,0,194
2020-10-19,1,"Bochenski",764,"71,50/24,71",33,459,264,3,156,37,240,0,13,25,0,0,31,0,0,259
2020-10-19,2,"Brzeski",328,"35,19/13,95",4,192,130,3,38,66,13,2,2,0,0,0,0,21,0,183
2020-10-19,3,"Chrzanowski",425,"34,13/22,00",9,142,274,1,40,26,25,2,16,4,0,0,8,0,0,303
2020-10-19,4,"Dabrowski",155,"26,19/12,67",5,75,75,2,55,6,0,0,3,0,0,0,0,0,0,89
2020-10-19,5,"Gorlicki",420,"38,57/20,02",3,195,218,2,113,79,0,0,0,14,0,0,20,0,0,192
2020-10-19,6,"Krakowski",1583,"56,69/21,95",10,960,613,6,167,46,15,0,13,4,0,0,2,4,0,1326
2020-10-19,7,"Limanowski",1402,"106,40/40,38",14,855,532,0,409,78,39,0,4,12,0,0,0,0,1,859
2020-10-19,8,"Miechowski",404,"82,76/61,04",6,100,298,0,54,0,146,0,23,0,0,0,0,0,0,181
2020-10-19,9,"Myslenicki",1441,"112,93/50,63",4,791,646,0,275,69,42,0,92,22,0,0,2,0,0,939
2020-10-19,10,"Nowosadecki",1981,"91,38/25,97",45,1373,563,7,1258,112,64,1,363,63,0,0,20,1,0,92
2020-10-19,11,"Nowotarski",1704,"88,85/40,78",28,879,782,2,423,129,26,46,104,11,0,0,0,0,1,962
2020-10-19,12,"Olkuski",526,"47,29/25,45",7,236,283,4,16,39,4,1,71,19,0,0,2,0,0,370
2020-10-19,13,"Oswiecimski",850,"55,38/24,30",20,457,373,2,234,55,27,9,0,0,0,0,0,0,0,523
2020-10-19,14,"Proszowicki",185,"42,80/23,83",4,78,103,2,8,11,27,0,4,0,0,0,0,0,0,133
2020-10-19,15,"Suski",971,"115,28/47,73",10,558,402,2,217,44,71,53,94,33,0,0,19,0,0,438
2020-10-19,16,"Tarnowski",599,"29,73/12,56",9,336,253,6,245,23,70,0,27,0,0,0,0,0,0,228
2020-10-19,17,"Tatrzanski",867,"127,37/54,94",20,469,374,2,184,121,42,0,48,82,0,0,0,0,0,388
2020-10-19,18,"Wadowicki",963,"60,19/30,25",15,463,484,0,227,61,54,0,26,39,0,0,0,0,0,556
2020-10-19,19,"Wielicki",691,"53,51/27,10",9,330,350,1,257,11,0,0,7,2,0,0,5,0,0,408
2020-10-19,20,"M.kraków",6780,"87,02/35,00",50,4002,2727,33,461,232,90,17,60,13,0,36,34,32,0,5772
2020-10-19,21,"M.nowysacz",797,"95,11/28,16",25,536,236,3,458,51,107,0,141,17,1,0,7,1,0,11
2020-10-19,22,"M.tarnów",374,"34,48/23,88",3,112,259,8,101,21,6,0,29,0,0,0,0,0,0,209
2020-10-20,1,"Bochenski",816,"76,36/29,38",33,461,314,3,161,38,240,0,13,26,0,0,31,0,0,304
2020-10-20,2,"Brzeski",361,"38,73/15,02",4,215,140,3,38,66,13,2,2,0,0,0,0,21,0,216
2020-10-20,3,"Chrzanowski",449,"36,05/23,53",9,147,293,1,40,26,25,2,16,4,0,0,8,0,0,327
2020-10-20,4,"Dabrowski",169,"28,56/14,36",5,79,85,2,56,6,0,0,3,0,0,0,0,0,0,102
2020-10-20,5,"Gorlicki",447,"41,05/22,78",3,192,248,2,113,81,0,0,0,14,0,0,20,0,0,217
2020-10-20,6,"Krakowski",1660,"59,45/21,70",12,1042,606,6,170,46,15,0,13,4,0,0,2,4,0,1400
2020-10-20,7,"Limanowski",1482,"112,47/45,00",14,874,593,0,419,78,41,0,4,12,0,0,0,0,1,927
2020-10-20,8,"Miechowski",442,"90,54/68,42",6,102,334,0,54,0,184,0,23,0,0,0,0,0,0,181
2020-10-20,9,"Myslenicki",1506,"118,03/55,72",4,791,711,0,275,74,49,0,92,22,1,0,4,0,0,989
2020-10-20,10,"Nowosadecki",2033,"93,77/28,18",49,1373,611,7,1302,112,64,2,365,67,0,0,20,1,0,93
2020-10-20,11,"Nowotarski",1784,"93,02/43,38",29,906,832,2,425,141,26,46,110,11,0,0,0,0,1,1022
2020-10-20,12,"Olkuski",554,"49,81/27,06",7,246,301,4,16,45,4,1,71,19,0,0,2,0,0,392
2020-10-20,13,"Oswiecimski",881,"57,40/26,19",20,459,402,2,236,55,27,22,0,0,0,0,0,0,0,539
2020-10-20,14,"Proszowicki",194,"44,88/24,29",4,85,105,2,8,11,27,0,4,0,0,0,0,0,0,142
2020-10-20,15,"Suski",1052,"124,89/53,42",10,591,450,2,235,45,71,53,104,35,0,0,19,0,0,488
2020-10-20,16,"Tarnowski",636,"31,56/14,29",11,336,288,6,261,23,70,0,31,0,0,0,0,0,0,245
2020-10-20,17,"Tatrzanski",907,"133,24/58,03",20,488,395,2,187,131,42,0,50,86,0,0,0,0,0,409
2020-10-20,18,"Wadowicki",1023,"63,94/34,00",15,463,544,0,227,68,54,0,26,40,0,0,0,0,0,608
2020-10-20,19,"Wielicki",754,"58,39/29,58",9,361,382,1,260,11,0,0,7,2,0,0,5,0,0,468
2020-10-20,20,"M.kraków",7310,"93,82/37,67",57,4317,2935,33,469,232,90,17,60,13,0,36,34,32,0,6294
2020-10-20,21,"M.nowysacz",817,"97,50/30,55",25,536,256,3,479,51,107,0,141,17,1,0,7,1,0,10
2020-10-20,22,"M.tarnów",419,"38,63/27,20",12,112,295,8,122,21,6,0,36,0,0,0,0,0,0,226
2020-10-21,1,"Bochenski",828,"77,49/30,13",33,465,322,3,161,40,240,0,13,26,0,0,31,0,0,314
2020-10-21,2,"Brzeski",388,"41,63/17,38",4,220,162,3,38,66,13,2,2,0,0,0,0,21,0,243
2020-10-21,3,"Chrzanowski",500,"40,15/26,98",9,155,336,1,40,26,25,2,16,4,0,0,8,0,0,378
2020-10-21,4,"Dabrowski",190,"32,11/17,58",6,80,104,2,56,20,0,0,3,0,0,0,0,0,0,109
2020-10-21,5,"Gorlicki",476,"43,72/25,35",3,192,276,2,113,86,0,0,5,16,0,0,20,0,0,234
2020-10-21,6,"Krakowski",1780,"63,74/24,03",12,1097,671,6,170,46,15,0,13,4,0,0,2,4,0,1520
2020-10-21,7,"Limanowski",1494,"113,38/44,93",14,887,592,0,419,78,41,0,4,12,0,0,0,0,1,939
2020-10-21,8,"Miechowski",485,"99,35/76,82",6,104,375,0,57,0,184,0,23,0,0,0,0,0,0,221
2020-10-21,9,"Myslenicki",1563,"122,49/54,62",4,862,697,0,280,76,49,0,92,22,1,0,4,0,0,1039
2020-10-21,10,"Nowosadecki",2085,"96,17/29,47",52,1394,639,7,1343,115,65,2,368,70,0,0,20,1,0,94
2020-10-21,11,"Nowotarski",1859,"96,93/46,04",29,930,883,2,434,143,26,46,113,11,0,0,0,0,1,1083
2020-10-21,12,"Olkuski",588,"52,87/28,50",8,263,317,4,16,48,4,1,71,19,0,0,2,0,0,423
2020-10-21,13,"Oswiecimski",933,"60,79/28,80",21,470,442,2,236,58,27,56,0,0,0,0,0,0,0,554
2020-10-21,14,"Proszowicki",199,"46,04/23,83",4,92,103,2,8,11,27,0,4,0,0,0,0,0,0,147
2020-10-21,15,"Suski",1067,"126,67/53,19",12,606,448,2,235,45,71,53,108,35,0,0,19,0,0,499
2020-10-21,16,"Tarnowski",673,"33,40/13,95",11,380,281,6,268,23,70,0,41,0,0,0,0,0,0,265
2020-10-21,17,"Tatrzanski",919,"135,00/58,32",21,497,397,2,187,132,42,0,50,86,0,0,0,0,0,420
2020-10-21,18,"Wadowicki",1076,"67,25/37,31",15,463,597,0,230,72,57,0,26,40,0,0,0,0,0,651
2020-10-21,19,"Wielicki",775,"60,01/31,05",9,363,401,1,260,11,0,0,7,2,0,0,5,0,0,489
2020-10-21,20,"M.kraków",7829,"100,49/40,48",62,4611,3154,33,469,232,101,17,60,13,0,36,34,32,0,6802
2020-10-21,21,"M.nowysacz",853,"101,80/34,73",25,537,291,3,505,54,107,0,146,17,2,0,7,1,0,11
2020-10-21,22,"M.tarnów",451,"41,58/26,92",12,147,292,8,135,21,6,0,40,0,0,0,0,0,0,241
2020-10-22,1,"Bochenski",855,"80,01/31,72",33,475,339,3,161,42,240,0,13,26,0,0,31,0,0,339
2020-10-22,2,"Brzeski",417,"44,74/18,99",4,234,177,3,38,82,14,2,2,0,0,0,0,21,0,255
2020-10-22,3,"Chrzanowski",532,"42,72/28,75",10,164,358,1,40,26,25,2,16,4,0,0,8,0,0,410
2020-10-22,4,"Dabrowski",203,"34,31/19,10",6,84,113,2,56,24,4,0,3,0,0,0,0,0,0,114
2020-10-22,5,"Gorlicki",508,"46,65/28,19",3,192,307,2,118,88,0,0,6,17,0,0,20,0,0,257
2020-10-22,6,"Krakowski",1984,"71,05/30,33",19,1118,847,6,170,46,15,0,13,4,0,0,2,4,0,1724
2020-10-22,7,"Limanowski",1519,"115,28/44,93",17,909,592,0,423,78,41,0,4,12,0,0,0,0,1,960
2020-10-22,8,"Miechowski",508,"104,06/81,53",6,104,398,0,63,0,184,0,23,0,0,0,0,0,0,238
2020-10-22,9,"Myslenicki",1609,"126,10/58,07",6,862,741,0,281,84,49,0,92,22,1,0,4,0,0,1076
2020-10-22,10,"Nowosadecki",2123,"97,93/30,26",54,1413,656,7,1373,115,65,2,374,72,0,0,20,1,0,94
2020-10-22,11,"Nowotarski",1948,"101,57/49,07",29,959,941,2,436,145,62,46,113,12,0,0,0,0,1,1131
2020-10-22,12,"Olkuski",623,"56,02/28,50",9,297,317,4,16,54,4,1,71,19,0,0,2,0,0,452
2020-10-22,13,"Oswiecimski",973,"63,39/31,34",22,470,481,2,236,61,27,58,0,0,0,0,0,0,0,589
2020-10-22,14,"Proszowicki",207,"47,89/24,52",4,97,106,2,8,11,27,0,5,0,0,0,0,0,0,154
2020-10-22,15,"Suski",1110,"131,78/54,97",13,633,463,2,240,45,71,53,108,35,0,0,19,0,0,537
2020-10-22,16,"Tarnowski",721,"35,78/14,94",12,407,301,6,296,23,70,0,46,0,0,0,0,0,0,280
2020-10-22,17,"Tatrzanski",925,"135,89/56,56",25,511,385,2,187,133,42,0,50,86,0,0,0,0,0,425
2020-10-22,18,"Wadowicki",1117,"69,81/39,31",15,472,629,0,230,82,57,0,26,40,0,0,0,0,0,682
2020-10-22,19,"Wielicki",855,"66,21/37,25",9,363,481,1,260,11,0,0,7,2,0,0,5,0,0,569
2020-10-22,20,"M.kraków",8234,"105,68/43,99",68,4737,3427,33,469,232,128,17,60,13,0,36,34,32,0,7180
2020-10-22,21,"M.nowysacz",876,"104,54/35,56",27,551,298,3,525,55,107,0,147,18,2,0,7,1,0,11
2020-10-22,22,"M.tarnów",495,"45,63/28,30",14,174,307,8,164,21,6,0,40,0,0,0,0,0,0,256
2020-10-23,1,"Bochenski",901,"84,32/35,65",34,478,381,3,161,49,240,0,13,26,0,0,31,0,0,378
2020-10-23,2,"Brzeski",441,"47,32/21,46",5,234,200,3,38,88,14,2,2,0,0,0,0,21,0,273
2020-10-23,3,"Chrzanowski",580,"46,57/31,56",11,176,393,1,40,26,25,2,16,4,0,0,8,0,0,458
2020-10-23,4,"Dabrowski",220,"37,18/21,46",6,87,127,2,56,24,4,0,6,0,0,0,0,0,0,128
2020-10-23,5,"Gorlicki",524,"48,12/29,57",3,192,322,2,119,97,0,0,6,17,0,0,20,0,0,263
2020-10-23,6,"Krakowski",2095,"75,03/29,80",19,1244,832,6,170,46,15,0,13,4,0,0,2,4,0,1835
2020-10-23,7,"Limanowski",1583,"120,14/49,10",17,918,647,0,434,78,41,0,4,12,0,0,0,0,1,1013
2020-10-23,8,"Miechowski",534,"109,39/86,24",6,107,421,0,68,0,184,0,23,0,0,0,0,0,0,259
2020-10-23,9,"Myslenicki",1657,"129,86/49,22",6,1023,628,0,283,87,50,0,92,22,1,0,4,0,0,1118
2020-10-23,10,"Nowosadecki",2180,"100,56/31,83",57,1433,690,7,1428,115,65,2,374,74,0,0,20,1,0,94
2020-10-23,11,"Nowotarski",2005,"104,55/50,00",29,998,959,2,438,148,62,46,117,15,0,0,0,0,1,1176
2020-10-23,12,"Olkuski",657,"59,07/29,49",12,317,328,4,16,58,4,1,71,19,0,0,2,0,0,482
2020-10-23,13,"Oswiecimski",1009,"65,74/32,90",22,482,505,2,236,63,27,59,0,0,0,0,0,0,0,622
2020-10-23,14,"Proszowicki",220,"50,90/27,30",4,98,118,2,8,12,33,0,5,0,0,0,0,0,0,160
2020-10-23,15,"Suski",1169,"138,78/60,31",14,646,508,2,253,45,71,53,108,35,0,0,19,0,0,583
2020-10-23,16,"Tarnowski",790,"39,21/18,36",12,407,370,6,330,23,70,0,46,0,0,0,0,0,0,315
2020-10-23,17,"Tatrzanski",943,"138,53/54,65",25,542,372,2,189,137,42,0,51,90,0,0,0,0,0,432
2020-10-23,18,"Wadowicki",1191,"74,43/42,81",15,490,685,0,230,85,57,0,26,41,0,0,0,0,0,752
2020-10-23,19,"Wielicki",904,"70,00/40,96",10,363,529,1,260,11,0,0,7,2,0,0,5,0,0,618
2020-10-23,20,"M.kraków",8842,"113,49/45,62",72,5214,3554,33,469,232,128,17,60,13,0,36,34,32,0,7788
2020-10-23,21,"M.nowysacz",912,"108,84/37,23",30,570,312,3,558,56,108,0,148,18,2,0,7,1,0,11
2020-10-23,22,"M.tarnów",539,"49,69/32,36",14,174,351,8,187,21,6,0,40,0,0,0,0,0,0,277
2020-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-26,1,"Bochenski",969,"90,68/41,83",34,480,447,3,172,49,240,0,13,26,0,0,31,0,0,435
2020-10-26,2,"Brzeski",504,"54,08/28,22",5,234,263,3,38,92,15,3,2,0,0,0,0,21,0,330
2020-10-26,3,"Chrzanowski",665,"53,40/36,29",12,201,452,1,40,26,25,2,16,4,0,0,8,0,0,543
2020-10-26,4,"Dabrowski",302,"51,04/31,94",6,107,189,2,56,27,27,1,7,0,0,0,0,0,0,182
2020-10-26,5,"Gorlicki",620,"56,94/38,39",3,192,418,2,129,127,0,0,11,19,0,0,20,0,0,312
2020-10-26,6,"Krakowski",2386,"85,45/34,13",22,1410,953,6,170,46,15,0,13,4,0,0,2,4,0,2126
2020-10-26,7,"Limanowski",1781,"135,17/56,62",18,1016,746,0,458,95,41,0,4,12,0,0,0,0,1,1170
2020-10-26,8,"Miechowski",611,"125,16/101,40",6,110,495,0,82,0,184,0,23,0,0,0,0,0,0,322
2020-10-26,9,"Myslenicki",1897,"148,67/65,36",7,1056,834,0,298,109,56,0,99,24,1,0,4,0,0,1306
2020-10-26,10,"Nowosadecki",2418,"111,53/40,27",64,1481,873,7,1620,120,69,2,384,91,0,0,20,1,0,104
2020-10-26,11,"Nowotarski",2188,"114,09/54,38",29,1097,1043,2,448,164,106,46,119,19,0,0,0,0,1,1283
2020-10-26,12,"Olkuski",752,"67,62/29,67",13,409,330,4,16,80,4,1,71,19,0,0,2,0,0,555
2020-10-26,13,"Oswiecimski",1104,"71,93/37,66",22,504,578,2,238,63,27,59,0,0,0,0,0,0,0,715
2020-10-26,14,"Proszowicki",263,"60,85/27,07",4,142,117,2,9,12,33,0,6,0,0,0,0,0,0,201
2020-10-26,15,"Suski",1403,"166,56/72,18",14,780,608,2,270,70,71,53,114,35,0,0,19,0,0,769
2020-10-26,16,"Tarnowski",924,"45,86/23,82",12,431,480,6,372,31,70,0,46,0,0,0,0,0,0,399
2020-10-26,17,"Tatrzanski",1085,"159,39/70,81",25,574,482,2,194,168,42,0,51,102,0,0,0,0,0,526
2020-10-26,18,"Wadowicki",1351,"84,43/50,56",15,526,809,0,242,95,64,0,26,46,0,0,0,0,0,878
2020-10-26,19,"Wielicki",924,"71,55/41,97",11,369,542,1,260,11,7,1,7,2,0,0,5,0,0,630
2020-10-26,20,"M.kraków",9804,"125,84/49,00",81,5903,3818,33,469,232,128,17,60,13,0,36,34,32,0,8750
2020-10-26,21,"M.nowysacz",1041,"124,23/50,00",31,591,419,3,647,60,115,0,167,25,3,0,7,1,0,13
2020-10-26,22,"M.tarnów",649,"59,83/40,66",15,193,441,8,233,21,6,4,40,0,0,0,0,0,0,337
2020-10-27,1,"Bochenski",1074,"100,51/51,28",34,484,548,3,196,49,240,0,13,26,0,0,31,0,0,516
2020-10-27,2,"Brzeski",527,"56,54/30,69",5,234,286,3,38,92,15,3,2,0,0,0,0,21,0,353
2020-10-27,3,"Chrzanowski",694,"55,73/37,98",13,208,473,1,40,26,25,2,16,4,0,0,8,0,0,572
2020-10-27,4,"Dabrowski",325,"54,92/34,64",6,114,205,2,56,33,27,1,7,0,0,0,0,0,0,199
2020-10-27,5,"Gorlicki",654,"60,06/41,33",3,194,450,2,130,136,0,0,12,19,0,0,20,0,0,335
2020-10-27,6,"Krakowski",2487,"89,06/34,81",23,1491,972,6,170,46,15,0,13,4,0,0,2,4,0,2227
2020-10-27,7,"Limanowski",1890,"143,44/63,37",19,1035,835,0,475,99,47,0,4,12,0,0,0,0,1,1252
2020-10-27,8,"Miechowski",635,"130,07/106,31",6,110,519,0,87,0,184,0,23,0,0,0,0,0,0,341
2020-10-27,9,"Myslenicki",1976,"154,86/61,52",11,1180,785,0,299,110,75,0,99,24,1,0,4,0,0,1364
2020-10-27,10,"Nowosadecki",2501,"115,36/42,67",70,1506,925,7,1702,121,69,2,384,91,0,0,20,1,0,104
2020-10-27,11,"Nowotarski",2261,"117,89/55,01",29,1158,1055,2,456,177,106,46,119,23,0,0,0,0,1,1331
2020-10-27,12,"Olkuski",812,"73,01/32,55",13,437,362,4,16,83,4,1,71,19,0,0,2,0,0,612
2020-10-27,13,"Oswiecimski",1125,"73,30/38,83",22,507,596,2,240,63,27,59,0,0,0,0,0,0,0,734
2020-10-27,14,"Proszowicki",271,"62,70/26,61",4,152,115,2,9,12,33,0,6,0,0,0,0,0,0,209
2020-10-27,15,"Suski",1444,"171,43/69,09",15,846,582,2,270,70,71,53,114,35,0,0,19,0,0,810
2020-10-27,16,"Tarnowski",995,"49,38/25,06",12,477,505,6,388,31,70,0,46,0,0,0,0,0,0,454
2020-10-27,17,"Tatrzanski",1144,"168,06/74,04",25,611,504,2,197,175,42,0,51,104,0,0,0,0,0,573
2020-10-27,18,"Wadowicki",1511,"94,43/60,44",17,526,967,0,242,100,65,0,26,49,0,0,0,0,0,1029
2020-10-27,19,"Wielicki",1024,"79,30/49,72",11,369,642,1,261,11,22,29,10,2,0,0,5,0,0,683
2020-10-27,20,"M.kraków",10365,"133,04/51,11",82,6299,3982,33,469,232,139,17,60,13,0,36,34,32,0,9300
2020-10-27,21,"M.nowysacz",1104,"131,75/55,02",33,610,461,3,705,61,115,0,170,26,3,0,7,1,0,13
2020-10-27,22,"M.tarnów",706,"65,09/42,41",15,231,460,8,257,21,6,4,40,0,0,0,0,0,0,370
2020-10-28,1,"Bochenski",1142,"106,87/47,54",35,591,508,3,196,49,240,0,13,26,0,0,31,0,0,584
2020-10-28,2,"Brzeski",577,"61,91/34,33",5,250,320,3,38,92,15,3,2,0,0,0,0,21,0,403
