"Date","id","County","Overall","Incidence_vs_Active","Deaths","Recovered","Active","Quarantine_inbound","Quarantine_contact","Contracted.health.services","Acvtive_DPS","Acvtive_ZOL","Work","Academy","School","Dormitories","Weddings","Hotels","Public_Transport","Others"
2020-10-28,3,"Chrzanowski",752,"60,38/41,51",13,222,517,1,40,26,25,2,16,4,0,0,8,0,0,630
2020-10-28,4,"Dabrowski",340,"57,46/35,32",7,124,209,2,57,33,27,1,7,0,0,0,0,0,0,213
2020-10-28,5,"Gorlicki",704,"64,65/45,64",3,194,497,2,135,145,0,0,12,21,0,0,20,0,0,369
2020-10-28,6,"Krakowski",2635,"94,36/35,78",28,1607,999,6,170,46,15,0,13,4,0,0,2,4,0,2375
2020-10-28,7,"Limanowski",1993,"151,26/68,38",22,1069,901,0,481,99,47,0,7,12,0,0,0,0,1,1346
2020-10-28,8,"Miechowski",657,"134,58/110,82",6,110,541,0,95,0,184,0,23,0,0,0,0,0,0,355
2020-10-28,9,"Myslenicki",2084,"163,32/69,98",11,1180,893,0,305,120,75,0,102,24,1,0,4,0,0,1453
2020-10-28,10,"Nowosadecki",2683,"123,76/48,52",80,1551,1052,7,1877,124,70,2,386,93,0,0,20,1,0,103
2020-10-28,11,"Nowotarski",2338,"121,91/56,68",30,1202,1087,2,461,185,108,46,119,24,0,0,0,0,1,1392
2020-10-28,12,"Olkuski",871,"78,32/31,65",14,505,352,4,16,84,4,1,71,19,0,0,2,0,0,670
2020-10-28,13,"Oswiecimski",1180,"76,88/41,96",22,514,644,2,244,63,27,59,0,0,0,0,0,0,0,785
2020-10-28,14,"Proszowicki",303,"70,10/33,09",5,155,143,2,10,12,34,0,6,0,0,0,0,0,0,239
2020-10-28,15,"Suski",1513,"179,62/71,35",15,896,601,2,270,70,71,53,114,35,0,0,19,0,0,879
2020-10-28,16,"Tarnowski",1048,"52,01/27,44",17,477,553,6,414,31,70,0,48,0,0,0,0,0,0,479
2020-10-28,17,"Tatrzanski",1199,"176,14/78,45",25,635,534,2,198,193,42,0,51,104,0,0,0,0,0,609
2020-10-28,18,"Wadowicki",1641,"102,56/68,50",18,526,1096,0,244,105,72,0,26,56,0,0,0,0,0,1138
2020-10-28,19,"Wielicki",1060,"82,08/52,50",11,369,678,1,265,11,22,29,10,2,0,0,5,0,0,715
2020-10-28,20,"M.kraków",10979,"140,92/52,84",90,6770,4117,33,469,232,139,17,60,13,0,36,34,32,0,9914
2020-10-28,21,"M.nowysacz",1187,"141,66/63,13",37,621,529,3,787,61,115,0,170,26,3,0,7,1,0,14
2020-10-28,22,"M.tarnów",804,"74,12/51,35",17,230,557,8,293,21,33,4,40,0,0,0,0,0,0,405
2020-10-29,1,"Bochenski",1217,"113,89/54,56",35,591,583,3,199,49,240,0,13,26,0,0,31,0,0,656
2020-10-29,2,"Brzeski",628,"67,38/38,41",5,263,358,3,38,92,15,3,2,0,0,0,0,21,0,454
2020-10-29,3,"Chrzanowski",799,"64,16/45,29",13,222,564,1,40,26,25,2,16,4,0,0,8,0,0,677
2020-10-29,4,"Dabrowski",379,"64,05/40,90",7,130,242,2,59,37,28,1,7,0,0,0,0,0,0,245
2020-10-29,5,"Gorlicki",766,"70,35/51,34",3,194,559,2,148,158,0,0,12,24,0,0,20,0,0,402
2020-10-29,6,"Krakowski",2785,"99,74/39,39",28,1656,1100,6,170,46,26,0,13,4,0,0,2,4,0,2514
2020-10-29,7,"Limanowski",2044,"155,13/68,46",24,1117,902,0,485,99,47,0,7,12,0,0,0,0,1,1393
2020-10-29,8,"Miechowski",684,"140,11/116,35",6,110,568,0,95,0,184,0,23,0,0,0,0,0,0,382
2020-10-29,9,"Myslenicki",2194,"171,94/65,60",11,1346,837,0,308,124,76,1,104,25,1,0,4,0,0,1551
2020-10-29,10,"Nowosadecki",2756,"127,12/48,20",82,1629,1045,7,1946,124,71,2,388,93,0,0,20,1,0,104
2020-10-29,11,"Nowotarski",2448,"127,64/60,43",31,1238,1159,2,470,199,112,48,119,25,0,0,0,0,1,1472
2020-10-29,12,"Olkuski",908,"81,64/32,91",14,528,366,4,16,84,4,1,71,19,0,0,2,0,0,707
2020-10-29,13,"Oswiecimski",1220,"79,49/43,46",27,526,667,2,244,64,27,59,0,0,0,0,0,0,0,824
2020-10-29,14,"Proszowicki",347,"80,28/38,18",6,176,165,2,10,12,48,0,6,NA,NA,NA,NA,NA,NA,269
2020-10-29,15,"Suski",1576,"187,10/72,30",15,951,609,2,270,70,71,53,114,35,NA,NA,19,NA,NA,942
2020-10-29,16,"Tarnowski",1104,"54,79/27,20",18,537,548,6,444,31,70,NA,48,NA,NA,NA,NA,NA,NA,505
2020-10-29,17,"Tatrzanski",1270,"186,57/81,24",26,686,553,2,202,212,42,0,53,105,0,0,0,0,0,654
2020-10-29,18,"Wadowicki",1756,"109,75/74,68",21,539,1195,0,244,107,92,0,26,63,0,0,0,0,0,1224
2020-10-29,19,"Wielicki",1110,"85,96/56,30",12,369,727,1,265,11,33,33,10,2,0,0,5,0,0,750
2020-10-29,20,"M.kraków",11496,"147,55/56,64",106,6975,4413,33,469,232,140,17,60,13,0,36,34,32,0,10430
2020-10-29,21,"M.nowysacz",1237,"147,62/66,23",40,642,555,3,816,61,137,0,170,26,3,0,7,1,0,13
2020-10-29,22,"M.tarnów",893,"82,33/56,97",18,257,618,8,322,21,33,4,40,0,0,0,0,0,0,465
2020-10-30,1,"Bochenski",1287,"120,44/61,11",35,591,653,3,202,49,240,0,13,26,0,0,31,0,0,723
2020-10-30,2,"Brzeski",654,"70,17/37,12",5,301,346,3,38,92,15,3,2,0,0,0,0,21,0,480
2020-10-30,3,"Chrzanowski",855,"68,65/47,62",13,249,593,1,40,26,25,2,16,4,0,0,8,0,0,733
2020-10-30,4,"Dabrowski",433,"73,17/48,84",7,137,289,2,59,37,28,1,7,0,0,0,0,0,0,299
2020-10-30,5,"Gorlicki",819,"75,22/56,11",4,194,611,2,158,164,0,0,12,24,0,0,20,0,0,439
2020-10-30,6,"Krakowski",2885,"103,32/39,25",30,1758,1096,6,170,46,26,0,13,4,0,0,2,4,0,2614
2020-10-30,7,"Limanowski",2132,"161,80/73,77",25,1134,972,0,485,99,48,0,7,12,0,0,0,0,1,1480
2020-10-30,8,"Miechowski",729,"149,33/125,57",6,110,613,0,100,0,184,0,23,0,0,0,0,0,0,422
2020-10-30,9,"Myslenicki",2234,"175,08/58,46",14,1474,746,0,309,125,77,1,104,26,1,0,4,0,0,1587
2020-10-30,10,"Nowosadecki",2903,"133,90/51,98",85,1691,1127,7,2093,124,71,2,388,93,0,0,20,1,0,104
2020-10-30,11,"Nowotarski",2516,"131,19/61,63",32,1282,1182,2,473,209,113,48,121,26,0,0,0,0,1,1523
2020-10-30,12,"Olkuski",973,"87,49/34,62",17,571,385,4,16,84,4,1,71,19,0,0,2,0,0,772
2020-10-30,13,"Oswiecimski",1288,"83,92/47,04",32,534,722,2,244,65,27,59,0,0,0,0,0,0,0,891
2020-10-30,14,"Proszowicki",390,"90,23/46,97",7,180,203,2,10,12,59,0,6,0,0,0,0,0,0,301
2020-10-30,15,"Suski",1627,"193,16/75,62",15,974,637,2,270,70,72,53,114,35,0,0,19,0,0,992
2020-10-30,16,"Tarnowski",1167,"57,92/30,27",19,537,610,6,470,31,70,0,48,0,0,0,0,0,0,542
2020-10-30,17,"Tatrzanski",1303,"191,41/81,09",31,715,552,2,206,212,42,0,55,105,0,0,0,0,0,681
2020-10-30,18,"Wadowicki",1897,"118,56/83,43",22,539,1335,0,244,116,96,0,26,68,0,0,0,0,0,1347
2020-10-30,19,"Wielicki",1143,"88,51/58,85",12,369,760,1,265,11,33,33,10,2,0,0,5,0,0,783
2020-10-30,20,"M.kraków",12012,"154,17/56,90",123,7453,4433,33,469,232,152,17,60,13,0,36,34,32,0,10934
2020-10-30,21,"M.nowysacz",1337,"159,56/73,51",42,679,616,3,916,61,137,0,170,26,3,0,7,1,0,13
2020-10-30,22,"M.tarnów",947,"87,31/61,77",20,257,670,8,334,33,33,4,40,0,0,0,0,0,0,495
2020-10-31,1,"Bochenski",1383,"129,42/70,09",35,591,749,3,219,49,240,0,13,26,0,0,31,0,0,802
2020-10-31,2,"Brzeski",709,"76,07/35,94",8,364,335,3,38,92,19,3,2,0,0,0,0,21,0,531
2020-10-31,3,"Chrzanowski",883,"70,90/46,01",13,297,573,1,40,26,25,2,16,4,0,0,8,0,0,761
2020-10-31,4,"Dabrowski",487,"82,30/54,08",12,155,320,2,59,37,28,1,7,0,0,0,0,0,0,353
2020-10-31,5,"Gorlicki",892,"81,92/62,82",4,194,684,2,162,188,0,0,12,24,0,0,20,0,0,484
2020-10-31,6,"Krakowski",2992,"107,15/39,03",32,1869,1090,6,170,46,52,0,13,4,0,0,2,4,0,2695
2020-10-31,7,"Limanowski",2220,"168,48/79,08",29,1148,1042,0,485,100,48,0,9,12,0,0,0,0,1,1565
2020-10-31,8,"Miechowski",760,"155,68/131,92",6,110,644,0,100,0,184,0,23,0,0,0,0,0,0,453
2020-10-31,9,"Myslenicki",2303,"180,49/55,02",15,1586,702,0,310,131,98,1,104,29,2,0,4,0,0,1624
2020-10-31,10,"Nowosadecki",2985,"137,69/53,28",89,1741,1155,7,2175,124,71,2,388,93,0,0,20,1,0,104
2020-10-31,11,"Nowotarski",2576,"134,32/62,15",32,1332,1192,2,473,211,114,48,123,26,0,0,0,0,1,1578
2020-10-31,12,"Olkuski",1025,"92,16/33,72",20,630,375,4,16,88,4,1,71,19,0,0,2,0,0,820
2020-10-31,13,"Oswiecimski",1340,"87,30/49,65",32,546,762,2,244,65,27,59,0,0,0,0,0,0,0,943
2020-10-31,14,"Proszowicki",424,"98,10/53,45",7,186,231,2,10,20,70,0,6,0,0,0,0,0,0,316
2020-10-31,15,"Suski",1687,"200,28/81,20",17,985,684,2,270,70,72,53,114,35,0,0,19,0,0,1052
2020-10-31,16,"Tarnowski",1238,"61,44/33,80",19,537,681,6,504,31,70,0,48,0,0,0,0,0,0,579
2020-10-31,17,"Tatrzanski",1350,"198,32/84,91",31,736,578,2,210,217,42,0,55,108,0,0,0,0,0,716
2020-10-31,18,"Wadowicki",2048,"128,00/92,87",22,539,1486,0,244,119,101,NA,26,74,0,0,0,0,0,1484
2020-10-31,19,"Wielicki",1171,"90,68/60,94",13,369,787,1,265,11,39,33,10,2,0,0,5,0,0,805
2020-10-31,20,"M.kraków",12355,"158,58/55,04",134,7929,4288,33,469,232,173,17,60,13,0,36,34,32,0,11256
2020-10-31,21,"M.nowysacz",1382,"164,93/76,97",42,695,645,3,961,61,137,0,170,26,3,0,7,1,0,13
2020-10-31,22,"M.tarnów",1028,"94,77/69,24",20,257,751,8,334,69,33,4,40,0,0,0,0,0,0,540
2020-11-01,1,"Bochenski",1409,"131,86/72,53",35,591,775,3,221,49,240,0,13,26,0,0,31,0,0,826
2020-11-01,2,"Brzeski",745,"79,93/39,70",9,364,370,3,38,92,19,3,2,0,0,0,0,21,0,567
2020-11-01,3,"Chrzanowski",933,"74,92/47,54",13,328,592,1,40,26,25,2,16,4,0,0,8,0,0,811
2020-11-01,4,"Dabrowski",528,"89,23/59,32",12,165,351,2,59,38,28,1,7,0,0,0,0,0,0,393
2020-11-01,5,"Gorlicki",919,"84,40/53,36",4,324,581,2,169,191,0,0,13,24,0,0,20,0,0,500
2020-11-01,6,"Krakowski",3035,"108,69/40,57",32,1869,1133,6,170,46,52,0,13,4,0,0,2,4,0,2738
2020-11-01,7,"Limanowski",2264,"171,82/81,66",29,1158,1076,0,485,100,48,0,9,12,0,0,0,0,1,1609
2020-11-01,8,"Miechowski",786,"161,01/131,92",11,131,644,0,102,0,184,0,23,0,0,0,0,0,0,477
2020-11-01,9,"Myslenicki",2414,"189,18/63,48",18,1586,810,0,311,137,99,1,106,35,2,0,4,0,0,1719
2020-11-01,10,"Nowosadecki",3115,"143,68/56,64",90,1797,1228,7,2297,124,72,2,395,93,0,0,20,1,0,104
2020-11-01,11,"Nowotarski",2648,"138,07/64,71",35,1351,1241,2,478,211,114,49,125,28,0,0,0,0,1,1640
2020-11-01,12,"Olkuski",1075,"96,66/33,90",22,676,377,4,16,88,4,1,71,19,0,0,2,0,0,870
2020-11-01,13,"Oswiecimski",1377,"89,72/50,23",32,574,771,2,244,65,27,59,0,0,0,0,0,0,0,980
2020-11-01,14,"Proszowicki",478,"110,59/62,70",8,199,271,2,10,20,71,0,6,0,0,0,0,0,0,369
2020-11-01,15,"Suski",1733,"205,74/80,61",17,1036,679,2,270,70,73,53,114,35,0,0,19,0,0,1097
2020-11-01,16,"Tarnowski",1319,"65,46/32,80",19,638,661,6,537,31,70,0,48,0,0,0,0,0,0,627
2020-11-01,17,"Tatrzanski",1376,"202,14/83,59",31,771,569,2,214,221,42,0,60,108,0,0,0,0,0,729
2020-11-01,18,"Wadowicki",2141,"133,81/97,18",22,563,1555,0,244,120,101,0,26,79,0,0,0,0,0,1571
2020-11-01,19,"Wielicki",1171,"90,68/13,47",13,982,174,1,265,11,39,33,10,2,0,0,5,0,0,805
2020-11-01,20,"M.kraków",12702,"163,03/59,49",134,7929,4635,33,469,232,173,17,60,13,0,36,34,32,0,11603
2020-11-01,21,"M.nowysacz",1461,"174,36/81,39",43,736,682,3,1033,62,137,0,175,26,3,0,7,1,0,14
2020-11-01,22,"M.tarnów",1089,"100,40/66,56",20,347,722,8,361,69,33,4,40,0,0,0,0,0,0,574
2020-11-02,1,"Bochenski",1423,"133,17/73,84",35,591,789,3,222,49,240,0,13,26,0,0,31,0,0,839
2020-11-02,2,"Brzeski",751,"80,58/40,34",9,364,376,3,38,92,19,3,2,0,0,0,0,21,0,573
2020-11-02,3,"Chrzanowski",1004,"80,62/53,24",13,328,663,1,40,26,25,2,16,4,0,0,8,0,0,882
2020-11-02,4,"Dabrowski",536,"90,58/53,40",12,208,316,2,59,38,28,1,7,0,0,0,0,0,0,401
2020-11-02,5,"Gorlicki",985,"90,46/59,24",4,324,645,2,176,206,0,0,13,24,0,0,20,0,0,544
2020-11-02,6,"Krakowski",3138,"112,38/44,26",32,1869,1236,6,170,46,52,0,13,4,0,0,2,4,0,2841
2020-11-02,7,"Limanowski",2347,"178,12/85,53",29,1190,1127,0,486,100,48,0,9,12,0,0,0,0,1,1691
2020-11-02,8,"Miechowski",810,"165,92/136,83",11,131,668,0,106,0,184,0,23,0,0,0,0,0,0,497
2020-11-02,9,"Myslenicki",2480,"194,36/55,41",18,1755,707,0,317,143,99,1,106,37,2,0,4,0,0,1771
2020-11-02,10,"Nowosadecki",3299,"152,17/64,48",90,1811,1398,7,2461,129,76,2,403,95,NA,NA,20,1,NA,105
2020-11-02,11,"Nowotarski",2732,"142,45/67,42",35,1383,1293,2,483,217,114,49,130,28,0,0,0,0,1,1708
2020-11-02,12,"Olkuski",1115,"100,25/34,08",23,713,379,4,16,88,4,1,71,19,0,0,2,0,0,910
2020-11-02,13,"Oswiecimski",1392,"90,69/50,56",32,584,776,2,244,65,27,59,0,0,0,0,0,0,0,995
2020-11-02,14,"Proszowicki",534,"123,55/71,49",8,217,309,2,10,20,71,0,6,0,0,0,0,0,0,425
2020-11-02,15,"Suski",1802,"213,93/83,10",17,1084,700,2,270,70,73,53,114,35,0,0,19,0,0,1166
2020-11-02,16,"Tarnowski",1363,"67,64/34,84",22,638,702,6,554,31,70,NA,48,0,0,0,0,0,0,654
2020-11-02,17,"Tatrzanski",1407,"206,69/84,91",31,793,578,2,216,226,42,0,62,111,0,0,0,0,0,748
2020-11-02,18,"Wadowicki",2177,"136,06/95,37",25,625,1526,NA,249,122,101,NA,26,80,0,0,0,0,0,1599
2020-11-02,19,"Wielicki",1209,"93,62/16,42",13,982,212,1,266,11,39,33,10,2,0,0,5,0,0,842
2020-11-02,20,"M.kraków",13286,"170,53/66,99",134,7929,5219,33,469,232,173,17,60,13,0,36,34,32,0,12187
2020-11-02,21,"M.nowysacz",1537,"183,43/86,28",43,771,723,3,1104,62,137,0,180,26,3,0,7,1,0,14
2020-11-02,22,"M.tarnów",1137,"104,82/70,99",20,347,770,8,381,69,34,4,40,0,0,0,0,0,0,601
2020-11-03,1,"Bochenski",1511,"141,40/71,03",37,707,759,3,227,49,240,0,13,26,0,0,31,0,0,922
2020-11-03,2,"Brzeski",811,"87,02/46,78",9,364,436,3,38,92,19,3,2,0,0,0,0,21,0,633
2020-11-03,3,"Chrzanowski",1053,"84,55/53,96",13,368,672,1,40,26,25,2,16,4,0,0,8,0,0,931
2020-11-03,4,"Dabrowski",576,"97,34/57,29",12,225,339,2,59,38,28,1,7,0,0,0,0,0,0,441
2020-11-03,5,"Gorlicki",1065,"97,81/66,40",4,324,723,2,180,225,0,0,14,24,0,0,20,0,0,600
2020-11-03,6,"Krakowski",3310,"118,54/46,81",36,1966,1307,6,170,46,52,0,13,4,0,0,2,4,0,3013
2020-11-03,7,"Limanowski",2416,"183,36/87,35",29,1235,1151,0,487,100,48,0,11,12,0,0,0,0,1,1757
2020-11-03,8,"Miechowski",862,"176,57/147,49",11,131,720,0,118,0,184,0,23,0,0,0,0,0,0,537
2020-11-03,9,"Myslenicki",2591,"203,06/64,03",19,1755,817,0,319,145,130,1,106,37,2,0,4,0,0,1847
2020-11-03,10,"Nowosadecki",3446,"158,95/68,59",96,1863,1487,7,2604,129,76,2,405,95,0,0,20,1,0,107
2020-11-03,11,"Nowotarski",2803,"146,16/68,93",35,1425,1322,2,486,219,115,49,132,29,0,0,0,0,1,1770
2020-11-03,12,"Olkuski",1163,"104,57/33,36",23,769,371,4,16,88,4,1,71,19,0,0,2,0,0,958
2020-11-03,13,"Oswiecimski",1453,"94,67/54,27",34,586,833,2,246,65,27,59,0,0,0,0,0,0,0,1054
2020-11-03,14,"Proszowicki",593,"137,20/83,75",8,223,362,2,10,20,113,0,6,0,0,0,0,0,0,442
2020-11-03,15,"Suski",1890,"224,38/85,48",17,1152,720,2,270,70,87,53,114,35,0,0,19,0,0,1240
2020-11-03,16,"Tarnowski",1439,"71,42/38,61",22,638,778,6,572,31,70,0,48,0,0,0,0,0,0,712
2020-11-03,17,"Tatrzanski",1453,"213,45/90,79",31,799,618,2,219,231,43,0,65,112,0,0,0,0,0,781
2020-11-03,18,"Wadowicki",2341,"146,31/105,62",25,625,1690,0,249,122,101,0,26,80,0,0,0,0,0,1763
2020-11-03,19,"Wielicki",1234,"95,56/18,28",14,982,236,1,266,11,41,33,10,2,0,0,5,0,0,865
2020-11-03,20,"M.kraków",13768,"176,71/67,72",147,8341,5276,33,469,232,173,17,60,13,0,36,34,32,0,12669
2020-11-03,21,"M.nowysacz",1602,"191,18/91,06",46,793,763,3,1170,62,137,0,181,26,3,0,7,1,0,12
2020-11-03,22,"M.tarnów",1190,"109,71/75,87",20,347,823,8,400,69,34,4,44,0,0,0,0,0,0,631
2020-11-04,1,"Bochenski",1595,"149,26/78,70",39,707,841,3,233,49,240,0,13,26,0,0,31,0,0,1000
2020-11-04,2,"Brzeski",918,"98,50/58,26",9,364,543,3,38,92,19,3,2,0,0,0,0,21,0,740
2020-11-04,3,"Chrzanowski",1098,"88,17/56,61",13,380,705,1,40,26,25,2,16,4,0,0,8,0,0,976
2020-11-04,4,"Dabrowski",606,"102,41/57,63",13,252,341,2,59,38,28,1,7,0,0,0,0,0,0,471
2020-11-04,5,"Gorlicki",1125,"103,32/71,73",5,324,781,2,189,234,0,0,16,25,0,0,20,0,0,639
2020-11-04,6,"Krakowski",3518,"125,99/47,02",42,2162,1313,6,170,54,52,0,13,4,0,0,2,4,0,3213
2020-11-04,7,"Limanowski",2416,"183,36/87,35",29,1235,1151,0,487,100,48,0,11,12,0,0,0,0,1,1757
2020-11-04,8,"Miechowski",916,"187,64/158,55",11,131,774,0,120,0,184,0,23,0,0,0,0,0,0,589
2020-11-04,9,"Myslenicki",2705,"211,99/72,96",19,1755,931,0,319,145,130,1,106,37,2,0,4,0,0,1961
2020-11-04,10,"Nowosadecki",3615,"166,75/73,89",99,1914,1602,7,2770,130,76,2,407,96,0,0,20,1,0,106
2020-11-04,11,"Nowotarski",2890,"150,69/71,33",38,1463,1368,2,486,219,115,49,132,29,0,0,0,0,1,1857
2020-11-04,12,"Olkuski",1217,"109,43/33,72",25,817,375,4,16,88,4,1,71,19,0,0,2,0,0,1012
2020-11-04,13,"Oswiecimski",1513,"98,58/58,12",35,586,892,2,246,65,29,59,0,0,0,0,0,0,0,1112
2020-11-04,14,"Proszowicki",605,"139,98/83,99",9,233,363,2,10,20,115,0,6,0,0,0,0,0,0,452
2020-11-04,15,"Suski",1991,"236,37/90,35",17,1212,761,2,270,70,87,53,114,35,0,0,19,0,0,1341
2020-11-04,16,"Tarnowski",1583,"78,56/40,25",30,741,811,6,619,31,70,0,48,0,0,0,0,0,0,809
2020-11-04,17,"Tatrzanski",1491,"219,03/95,49",31,805,650,2,219,237,43,0,67,114,0,0,0,0,0,809
2020-11-04,18,"Wadowicki",2501,"156,31/115,62",25,625,1850,NA,254,124,102,NA,26,85,0,0,0,0,0,1910
2020-11-04,19,"Wielicki",1270,"98,35/20,83",17,982,269,1,266,11,41,33,10,2,0,0,5,0,0,901
2020-11-04,20,"M.kraków",14261,"183,04/72,62",167,8432,5658,33,469,242,173,17,60,13,0,36,34,32,0,13152
2020-11-04,21,"M.nowysacz",1679,"200,37/97,74",49,811,819,3,1244,62,138,0,182,26,3,0,7,1,0,13
2020-11-04,22,"M.tarnów",1302,"120,03/76,61",27,444,831,8,438,69,34,4,44,0,0,0,0,0,0,705
2020-11-05,1,"Bochenski",1675,"156,75/71,03",42,866,759,3,236,49,240,0,13,26,0,0,31,0,0,1077
2020-11-05,2,"Brzeski",957,"102,68/62,45",9,364,582,3,38,92,19,3,2,0,0,0,0,21,0,779
2020-11-05,3,"Chrzanowski",1112,"89,29/55,00",13,414,685,1,40,26,25,2,16,4,NA,NA,8,NA,NA,990
2020-11-05,4,"Dabrowski",681,"115,08/69,12",15,257,409,2,59,38,28,31,7,3,0,0,0,0,0,513
2020-11-05,5,"Gorlicki",1261,"115,81/76,78",7,402,836,2,200,229,19,22,19,28,NA,NA,20,NA,NA,722
2020-11-05,6,"Krakowski",3687,"132,04/48,81",48,2275,1363,6,170,62,52,0,13,4,0,0,2,4,0,3374
2020-11-05,7,"Limanowski",2540,"192,77/96,69",30,1235,1274,0,487,100,48,0,11,12,0,0,0,0,1,1881
2020-11-05,8,"Miechowski",971,"198,90/167,77",11,141,819,0,120,0,184,0,23,0,0,0,0,0,0,644
2020-11-05,9,"Myslenicki",2864,"224,45/71,79",19,1929,916,0,325,167,132,16,113,40,3,0,4,0,0,2064
2020-11-05,10,"Nowosadecki",3789,"174,77/79,66",101,1961,1727,7,2936,130,76,2,414,97,NA,NA,20,1,NA,106
2020-11-05,11,"Nowotarski",2981,"155,44/73,26",38,1517,1405,2,490,229,115,50,141,29,0,0,0,0,1,1924
2020-11-05,12,"Olkuski",1292,"116,17/36,95",25,856,411,4,16,88,4,1,71,19,0,0,2,0,0,1087
2020-11-05,13,"Oswiecimski",1583,"103,14/61,37",36,605,942,2,246,65,29,59,0,0,0,0,0,0,0,1182
2020-11-05,14,"Proszowicki",623,"144,14/83,29",9,254,360,2,10,20,115,0,6,NA,NA,NA,NA,NA,NA,470
2020-11-05,15,"Suski",2053,"243,73/90,82",17,1270,765,2,270,70,87,53,114,35,NA,NA,19,NA,NA,1403
2020-11-05,16,"Tarnowski",1734,"86,06/47,59",33,741,959,6,662,31,70,0,48,NA,NA,NA,NA,NA,NA,917
2020-11-05,17,"Tatrzanski",1519,"223,15/94,75",37,832,645,2,220,243,43,0,69,115,0,0,0,0,0,827
2020-11-05,18,"Wadowicki",2638,"164,87/124,18",25,625,1987,0,254,128,146,0,26,85,NA,NA,NA,NA,NA,1999
2020-11-05,19,"Wielicki",1372,"106,24/16,34",17,1142,211,1,266,11,44,33,12,2,0,0,5,0,0,998
2020-11-05,20,"M.kraków",14655,"188,10/71,22",175,8927,5549,33,469,272,214,33,60,13,0,36,34,32,0,13459
2020-11-05,21,"M.nowysacz",1731,"206,58/101,08",50,834,847,3,1290,64,139,NA,185,26,3,NA,7,1,NA,13
2020-11-05,22,"M.tarnów",1439,"132,66/89,15",28,444,967,8,479,69,34,4,44,NA,NA,NA,NA,NA,NA,801
2020-11-06,1,"Bochenski",1756,"164,33/78,52",43,866,839,3,240,49,240,0,13,26,0,0,31,0,0,1154
2020-11-06,2,"Brzeski",982,"105,36/56,54",14,439,527,3,38,92,19,3,2,0,0,0,0,21,0,804
2020-11-06,3,"Chrzanowski",1158,"92,99/55,49",13,454,691,1,40,27,25,2,16,4,0,0,8,0,0,1035
2020-11-06,4,"Dabrowski",721,"121,84/73,34",16,271,434,2,60,40,28,32,7,3,0,0,0,0,0,549
